,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,state,lat,long,drive_4wd,drive_fwd,drive_other,drive_rwd,fuel_diesel,fuel_gas,fuel_other,state_ut,state_va,state_vt,state_wa,transmission_automatic,transmission_manual,transmission_other,type_SUV,type_bus,type_convertible,type_coupe,type_hatchback,type_mini-van,type_offroad,type_other,type_pickup,type_sedan,type_truck,type_van,type_wagon
1064,0.9333333333333333,0.04662256757457463,0.8834951456310698,0.7297297297297298,0.9853675945753033,excellent,0.3333333333333333,gas,0.0004000011428604081,0.0,automatic,4wd,SUV,vt,0.9229125772810425,0.5254776360814837,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,0.9333333333333333,0.11847495166630864,0.9417475728155367,0.05405405405405406,0.10278372591006424,excellent,1.0,gas,0.26918934054097293,0.0,automatic,4wd,wagon,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1066,0.9333333333333333,0.1110674893888103,0.9417475728155367,1.0,0.9750178443968593,excellent,0.3333333333333333,gas,0.3586495961417032,0.0,automatic,4wd,SUV,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,0.9333333333333333,0.06662271572382018,0.8834951456310698,0.2702702702702703,0.37508922198429695,excellent,0.3333333333333333,gas,0.22117491764262182,0.0,automatic,4wd,SUV,vt,0.909088307838458,0.5293702535395687,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1068,0.9333333333333333,0.035548411469714596,0.8640776699029153,0.8918918918918919,0.6498929336188437,good,1.0,gas,0.40856973877068214,0.0,manual,4wd,wagon,vt,0.9175694313297966,0.5187055481749521,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1070,0.9333333333333333,0.034770627930577266,0.8640776699029153,0.13513513513513514,0.30728051391862954,excellent,0.0,gas,0.2685693387695393,0.0,automatic,fwd,sedan,vt,0.9229125772810425,0.5254776360814837,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1071,0.9333333333333333,0.0036889162141941793,0.786407766990294,0.5945945945945946,0.612062812276945,good,1.0,gas,0.46746704990585686,0.0,automatic,fwd,sedan,vt,0.9218166696234236,0.5195580972685119,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072,0.9333333333333333,0.008881547270720524,0.7475728155339816,0.2972972972972973,0.8501070663811563,good,0.6666666666666666,gas,0.2685693387695393,0.0,automatic,other,other,vt,0.9185699597308778,0.5188918668510281,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1075,0.9333333333333333,0.07773390914006771,0.9223300970873787,0.7297297297297298,0.6238401142041399,excellent,0.3333333333333333,gas,0.29889228254937866,0.0,automatic,other,other,vt,0.8590885939762276,0.4917483096912499,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1081,0.9333333333333333,0.03921510529707628,0.8446601941747574,1.0,0.976802284082798,excellent,0.6666666666666666,gas,0.4228554938728396,0.0,automatic,4wd,SUV,vt,0.9229974648193611,0.5259092429809458,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1082,0.9333333333333333,0.02958540433632842,0.8349514563106801,0.8648648648648649,0.9486081370449679,excellent,1.0,gas,0.15714044897271134,0.0,automatic,4wd,SUV,vt,0.9229125772810425,0.5254776360814837,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1083,0.9333333333333333,0.09554885591745124,0.9417475728155367,0.8918918918918919,0.9900071377587437,excellent,1.0,gas,0.19462912751179287,0.0,automatic,4wd,wagon,vt,0.9162560589672715,0.5186409326071547,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1087,0.9333333333333333,0.05110408225246113,0.8834951456310698,0.972972972972973,0.5132048536759457,excellent,1.0,gas,0.30571230203514865,0.0,manual,fwd,coupe,vt,0.9032377442424311,0.5307196524359976,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1091,0.9333333333333333,0.08143764027881688,0.9126213592233015,0.05405405405405406,0.09992862241256245,excellent,1.0,gas,0.3459695599130283,0.0,automatic,4wd,wagon,vt,0.9182389937106917,0.5191214716841721,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1092,0.9333333333333333,0.05921525344632183,0.9029126213592242,0.2702702702702703,0.35867237687366166,excellent,0.3333333333333333,gas,0.28995225700644855,0.0,automatic,4wd,SUV,vt,0.9182389937106917,0.5191214716841721,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1093,0.9333333333333333,0.3184764331587641,0.9514563106796139,0.2972972972972973,0.7851534618129907,excellent,0.0,gas,0.035562958751310714,0.0,automatic,4wd,pickup,vt,0.9182389937106917,0.5191214716841721,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
