,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,state,lat,long,drive_4wd,drive_fwd,drive_other,drive_rwd,fuel_diesel,fuel_gas,fuel_other,state_ut,state_va,state_vt,state_wa,transmission_automatic,transmission_manual,transmission_other,type_SUV,type_bus,type_convertible,type_coupe,type_hatchback,type_mini-van,type_offroad,type_other,type_pickup,type_sedan,type_truck,type_van,type_wagon
0,0.7333333333333333,0.13257875984266548,0.9223300970873787,0.972972972972973,0.49857040743388137,excellent,1.0,gas,0.18142623264637897,0.0,manual,4wd,hatchback,ut,0.5566652961168332,0.2135390845665679,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.7333333333333333,0.648357374176091,0.9611650485436911,0.2702702702702703,0.3917083631165118,excellent,0.6666666666666666,gas,2.571435918388338e-05,0.0,automatic,4wd,other,ut,0.5489052082628538,0.2130452208235747,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.7333333333333333,0.34416551233712844,0.9514563106796139,0.2972972972972973,0.7805575411007863,excellent,0.6666666666666666,gas,0.02158006165731902,0.0,automatic,4wd,other,ut,0.5489052082628538,0.2130452208235747,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.7333333333333333,0.648357374176091,0.9611650485436911,0.2702702702702703,0.3917083631165118,excellent,0.6666666666666666,gas,2.571435918388338e-05,0.0,automatic,4wd,other,ut,0.5489052082628538,0.2130452208235747,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,0.7333333333333333,0.07036348417395685,0.8155339805825257,0.2702702702702703,0.369192280200143,good,0.0,diesel,0.28380809267820745,0.0,automatic,4wd,other,ut,0.5159131244892967,0.21625533515303097,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,0.7333333333333333,0.03406691901421492,0.8834951456310698,0.35135135135135137,0.22337383845604003,good,1.0,gas,0.31708947739850685,0.0,automatic,fwd,sedan,ut,0.5573262828086205,0.21224744093104686,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,0.7333333333333333,0.061474529440958825,0.9611650485436911,0.16216216216216217,0.8363116511794139,excellent,0.6666666666666666,other,0.0799973714210612,0.0,automatic,other,other,ut,0.5547760191946371,0.20930325323243304,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,0.7333333333333333,0.648357374176091,0.9611650485436911,0.2702702702702703,0.4045746962115797,excellent,0.6666666666666666,diesel,2.571435918388338e-05,0.0,automatic,4wd,other,ut,0.5489052082628538,0.2130452208235747,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0.7333333333333333,0.648357374176091,0.9611650485436911,0.2702702702702703,0.4503216583273767,excellent,0.6666666666666666,gas,2.571435918388338e-05,0.0,automatic,fwd,other,ut,0.5489052082628538,0.2130452208235747,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,0.7333333333333333,0.20923858695249595,0.9417475728155367,0.2702702702702703,0.6283059328091494,excellent,0.6666666666666666,gas,0.02440578401652576,0.0,manual,rwd,other,ut,0.5489052082628538,0.2130452208235747,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0.7333333333333333,0.20740153630767635,0.8446601941747574,0.2702702702702703,0.4381701215153681,good,0.6666666666666666,gas,0.19242054977299933,0.0,automatic,4wd,truck,ut,0.5348423260486006,0.21646427750583586,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0.7333333333333333,0.14072696834791368,0.9514563106796139,0.6216216216216217,0.23731236597569694,excellent,1.0,gas,0.10571173060494458,0.0,automatic,fwd,sedan,ut,0.4462128585332341,0.03472242008429838,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,0.7333333333333333,0.5925673523507582,0.9611650485436911,0.6216216216216217,0.13545389563974267,excellent,0.0,gas,0.0799973714210612,0.0,automatic,rwd,coupe,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,0.7333333333333333,0.14072696834791368,0.9320388349514594,0.08108108108108109,0.03609721229449607,excellent,0.3333333333333333,gas,0.1857119591770262,0.0,automatic,rwd,coupe,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,0.7333333333333333,0.01851124823146838,0.8446601941747574,0.2702702702702703,0.6283059328091494,good,0.3333333333333333,gas,0.36856962448464137,0.0,manual,rwd,coupe,ut,0.5840155722219043,0.21114574488898485,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,0.7333333333333333,0.5074037585463597,0.9902912621359228,0.13513513513513514,0.3588277340957827,excellent,0.0,gas,0.02514007182877665,0.0,manual,4wd,other,ut,0.5267543471585381,0.21845872723715498,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,0.7333333333333333,0.7814798628137987,0.9708737864077683,0.6216216216216217,0.8445318084345962,excellent,0.3333333333333333,diesel,0.09999742856408161,0.0,other,4wd,van,ut,0.5542919895699423,0.21082283398010437,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
62,0.7333333333333333,0.40738079541329936,0.9029126213592242,0.6216216216216217,0.4803431022158685,excellent,0.0,gas,0.21428346938134107,0.0,automatic,4wd,SUV,ut,0.4462128585332341,0.03472242008429838,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,0.7333333333333333,0.22220905340039554,0.9223300970873787,0.6216216216216217,0.23981415296640457,excellent,0.0,gas,0.23714067754479295,0.0,automatic,rwd,sedan,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,0.7333333333333333,0.12221572011644531,0.8640776699029153,0.945945945945946,0.8720514653323803,excellent,0.6666666666666666,gas,0.28380809267820745,0.0,manual,rwd,other,ut,0.565325783165137,0.10078619308932657,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,0.7333333333333333,0.18295691079193177,0.9029126213592242,0.8108108108108109,0.3066476054324518,excellent,0.3333333333333333,diesel,0.7485707102020291,0.0,automatic,4wd,truck,ut,0.48196339070559024,0.34726219036167905,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,0.7333333333333333,0.16294935518040873,0.8446601941747574,0.6216216216216217,0.8184417441029307,excellent,0.0,gas,0.15714044897271134,0.0,automatic,rwd,convertible,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,0.7333333333333333,0.648357374176091,0.9611650485436911,0.2702702702702703,0.3917083631165118,excellent,0.6666666666666666,gas,2.571435918388338e-05,0.0,automatic,4wd,other,ut,0.5489052082628538,0.2130452208235747,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,0.7333333333333333,0.05332632093571064,0.8446601941747574,0.5405405405405406,0.35239456754824877,excellent,0.6666666666666666,gas,0.43006408589738826,0.0,automatic,fwd,other,ut,0.5489052082628538,0.2130452208235747,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,0.7333333333333333,0.648357374176091,0.9611650485436911,0.2702702702702703,0.3917083631165118,excellent,0.6666666666666666,gas,2.571435918388338e-05,0.0,automatic,4wd,other,ut,0.5489052082628538,0.2130452208235747,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,0.8666666666666667,0.08888213986770273,0.9514563106796139,0.972972972972973,0.5414581844174411,excellent,1.0,gas,0.1857119591770262,0.0,automatic,fwd,sedan,ut,0.3714745207846486,0.1784177745360056,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,0.7333333333333333,0.029622441647715908,0.9126213592233015,0.7297297297297298,0.1272337383845604,excellent,1.0,gas,0.31428375509644313,0.0,automatic,fwd,sedan,ut,0.5524235311262278,0.21300723130488297,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,0.7333333333333333,0.12591204379291698,0.9320388349514594,0.8918918918918919,0.17369549678341673,excellent,1.0,gas,0.09142597550278715,0.0,automatic,rwd,coupe,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,0.7333333333333333,0.1703568174579071,0.9708737864077683,0.8918918918918919,0.9610436025732666,excellent,1.0,gas,0.11142603264580755,0.0,manual,4wd,sedan,ut,0.4462128585332341,0.03472242008429838,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,0.7333333333333333,0.22220905340039554,0.9223300970873787,0.8378378378378379,0.8395282344531809,excellent,0.0,gas,0.17428335509530024,0.0,automatic,4wd,SUV,ut,0.4462128585332341,0.03472242008429838,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,0.7333333333333333,0.2962836761753791,0.9126213592233015,0.08108108108108109,0.5857755539671193,excellent,0.0,gas,0.08285452244149269,0.0,automatic,rwd,coupe,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,0.7333333333333333,0.16294935518040873,0.9417475728155367,0.08108108108108109,0.09328091493924232,excellent,0.3333333333333333,gas,0.21714062040177257,0.0,automatic,rwd,sedan,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,0.7333333333333333,0.23702397795539226,0.9805825242718456,0.02702702702702703,0.73409578270193,excellent,1.0,gas,0.06285446529847229,0.0,automatic,4wd,SUV,ut,0.4462128585332341,0.03472242008429838,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,0.7333333333333333,0.1851717420129038,0.9611650485436911,0.08108108108108109,0.07076483202287348,excellent,0.3333333333333333,gas,0.1599975999931428,0.0,automatic,rwd,sedan,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121,0.7333333333333333,0.12591204379291698,0.9611650485436911,0.16216216216216217,0.24195854181558257,excellent,0.3333333333333333,gas,0.16856905305443728,0.0,automatic,other,other,ut,0.4462128585332341,0.03472242008429838,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,0.7333333333333333,0.16294935518040873,0.9514563106796139,0.08108108108108109,0.03609721229449607,excellent,1.0,gas,0.1599975999931428,0.0,automatic,4wd,sedan,ut,0.4462128585332341,0.03472242008429838,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,0.7333333333333333,0.11109711923792029,0.8543689320388381,0.08108108108108109,0.09256611865618299,excellent,0.0,gas,0.12285463672753351,0.0,automatic,rwd,convertible,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,0.7333333333333333,0.19257920429040215,0.9417475728155367,0.08108108108108109,0.9728377412437456,excellent,0.3333333333333333,gas,0.13999754285012242,0.0,automatic,4wd,SUV,ut,0.4462128585332341,0.03472242008429838,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,0.7333333333333333,0.2148015911228972,0.9708737864077683,0.2702702702702703,0.6283059328091494,excellent,0.0,gas,0.014282897951137003,0.0,manual,rwd,coupe,ut,0.4462128585332341,0.03472242008429838,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,0.7333333333333333,0.08888213986770273,0.8543689320388381,0.8108108108108109,0.023230879199428164,excellent,0.6666666666666666,gas,0.45607273163637607,0.5,automatic,other,other,ut,0.711284135798935,0.12059772708709637,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,0.7333333333333333,0.2888465840487707,0.9611650485436911,0.2702702702702703,0.3917083631165118,good,0.0,gas,0.10881459661313318,0.0,automatic,4wd,truck,ut,0.7449580247427614,0.3118939484596197,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136,0.7333333333333333,0.34810628226875756,0.9805825242718456,0.4594594594594595,0.9517512508934953,good,0.3333333333333333,gas,0.057948736996391415,0.0,automatic,4wd,SUV,ut,0.7449580247427614,0.3118939484596197,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,0.7333333333333333,0.1110674893888103,0.9029126213592242,0.2702702702702703,0.5128663330950679,good,0.0,gas,0.08187166249046426,0.0,manual,rwd,coupe,ut,0.7449580247427614,0.3118939484596197,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,0.7333333333333333,0.42218090504374106,0.9805825242718456,0.2702702702702703,0.37026447462473194,good,0.3333333333333333,gas,0.09824885213957754,0.0,automatic,4wd,SUV,ut,0.7449580247427614,0.3118939484596197,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,0.7333333333333333,0.08143764027881688,0.9126213592233015,0.2972972972972973,0.1104360257326662,good,0.3333333333333333,gas,0.3872239634970385,0.0,automatic,4wd,SUV,ut,0.7449580247427614,0.3118939484596197,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,0.8666666666666667,0.15925303150393705,0.9514563106796139,0.2972972972972973,0.7805575411007863,excellent,0.0,gas,0.36148388995397124,0.0,automatic,fwd,other,ut,0.44844043573075454,0.20844848906186764,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
144,0.8666666666666667,0.027400202964466405,0.8543689320388381,0.5945945945945946,0.035025017869907075,excellent,1.0,gas,0.28380809267820745,0.0,automatic,fwd,hatchback,ut,0.36648329056870876,0.18124799367854383,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146,0.8666666666666667,0.12962318239394366,0.9805825242718456,0.945945945945946,0.17726947819871336,excellent,1.0,gas,0.09589741684976243,0.0,automatic,fwd,SUV,ut,0.39741954959221815,0.19066939431410868,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,0.8666666666666667,0.02332609871184231,0.8349514563106801,0.16216216216216217,0.9035025017869908,excellent,0.0,gas,0.28380809267820745,0.0,automatic,4wd,SUV,ut,0.36883057401749797,0.1790066120757281,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,0.8666666666666667,0.06551159638219543,0.9029126213592242,0.16216216216216217,0.5907791279485347,excellent,0.6666666666666666,gas,0.1762833608096023,0.0,automatic,fwd,sedan,ut,0.3664052212744031,0.18073513517620476,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
153,0.8666666666666667,0.06288194727368351,0.9514563106796139,0.7027027027027027,0.6129378127233739,excellent,0.6666666666666666,gas,0.1477461364175326,0.0,automatic,fwd,hatchback,ut,0.3664052212744031,0.18073513517620476,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
154,0.8666666666666667,0.047733686916199385,0.9223300970873787,0.16216216216216217,0.826661901358113,excellent,0.6666666666666666,gas,0.28453224152069,0.0,automatic,fwd,sedan,ut,0.3664052212744031,0.18073513517620476,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,0.8666666666666667,0.055067074570922754,0.8446601941747574,0.8108108108108109,0.0035739814152966403,excellent,0.6666666666666666,gas,0.575175929074083,0.0,automatic,rwd,pickup,ut,0.3664052212744031,0.18073513517620476,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157,0.8666666666666667,0.03702990392521426,0.8349514563106801,0.945945945945946,0.9263759828448892,good,0.6666666666666666,gas,0.5971417061191603,0.0,automatic,rwd,truck,ut,0.39741954959221815,0.19066939431410868,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,0.8666666666666667,0.0777635389891777,0.8834951456310698,0.8648648648648649,0.8162973552537527,good,1.0,gas,0.25676644790413683,0.0,manual,rwd,convertible,ut,0.37129756371755573,0.18029825571124913,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159,0.8666666666666667,0.05403002985207298,0.6213592233009742,0.16216216216216217,0.16940671908506078,excellent,0.6666666666666666,gas,0.2535064385898245,0.0,automatic,4wd,other,ut,0.31802307728339674,0.15178712193305843,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,0.8666666666666667,0.07403017800131853,0.8834951456310698,0.2972972972972973,0.949964260185847,excellent,1.0,diesel,0.5714273469352769,0.0,automatic,rwd,pickup,ut,0.31802307728339674,0.15178712193305843,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,0.8666666666666667,0.2148089985851747,0.9417475728155367,0.2702702702702703,0.3917083631165118,excellent,0.0,gas,0.09142597550278715,0.0,automatic,4wd,pickup,ut,0.37129756371755573,0.18029825571124913,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,0.8666666666666667,0.05924488329543182,0.8640776699029153,0.2702702702702703,0.32666190135811296,excellent,0.0,gas,0.559998742853551,0.0,automatic,fwd,truck,ut,0.37129756371755573,0.18029825571124913,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,0.8666666666666667,0.20518670508670434,0.9708737864077683,0.6216216216216217,0.49428162973552536,excellent,0.6666666666666666,gas,0.11172889065397329,0.0,automatic,other,other,ut,0.5575813091700195,0.21310220510161226,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,0.8666666666666667,0.15554930036518788,0.9320388349514594,0.945945945945946,0.07398141529664046,excellent,0.3333333333333333,gas,0.3399981142803265,0.0,automatic,other,other,ut,0.3672535742725245,0.18742129046596023,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167,0.8666666666666667,0.04814109734146179,0.7961165048543712,0.7297297297297298,0.46783416726233024,excellent,1.0,gas,0.21542632978951365,0.0,automatic,other,pickup,ut,0.36648329056870876,0.18124799367854383,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,0.8666666666666667,0.1407343758101912,0.9029126213592242,0.945945945945946,0.9263759828448892,excellent,0.0,gas,0.28380809267820745,0.5,automatic,4wd,truck,ut,0.39741954959221815,0.19066939431410868,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,0.8666666666666667,0.03332617278646509,0.8446601941747574,0.972972972972973,0.6379556826304503,excellent,1.0,gas,0.21142631836090958,0.0,automatic,fwd,hatchback,ut,0.36648329056870876,0.18124799367854383,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,0.8666666666666667,0.055548559618960144,0.3203883495145661,0.21621621621621623,0.920300214438885,excellent,0.0,gas,0.0028542938694110552,0.0,automatic,fwd,truck,ut,0.36648329056870876,0.18124799367854383,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,0.8666666666666667,0.09999333328395026,0.8446601941747574,0.4594594594594595,0.95746962115797,excellent,0.3333333333333333,gas,0.3808182309092311,0.0,automatic,4wd,SUV,ut,0.36925735282636873,0.18225471592387654,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,0.8666666666666667,0.044437366202712617,0.3689320388349522,0.1891891891891892,0.9510364546104361,good,0.0,gas,0.28380809267820745,0.0,automatic,fwd,coupe,ut,0.36648329056870876,0.18124799367854383,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175,0.8666666666666667,0.06662271572382018,0.9320388349514594,0.7297297297297298,0.6247319513938527,excellent,0.3333333333333333,gas,0.37263535038671536,0.0,automatic,fwd,SUV,ut,0.37129756371755573,0.18029825571124913,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176,0.8666666666666667,0.017770502003718547,0.8252427184466029,0.16216216216216217,0.8738384560400286,good,0.0,gas,0.5570158771882205,0.0,automatic,rwd,SUV,ut,0.37129756371755573,0.18029825571124913,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177,0.8666666666666667,0.05403002985207298,0.8737864077669926,0.3783783783783784,0.9435310936383131,excellent,0.3333333333333333,gas,0.2216549190140543,0.0,automatic,4wd,SUV,ut,0.37129756371755573,0.18029825571124913,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,0.8666666666666667,0.025881673197579242,0.8640776699029153,0.7567567567567568,0.4882058613295211,excellent,0.3333333333333333,gas,0.46294989414255466,0.0,automatic,fwd,convertible,ut,0.37129756371755573,0.18029825571124913,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,0.8666666666666667,0.025918710508966734,0.893203883495147,0.945945945945946,0.19442458899213724,excellent,1.0,gas,0.5472501350003857,0.0,automatic,fwd,sedan,ut,0.37129756371755573,0.18029825571124913,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,0.8666666666666667,0.06221527566870866,0.8834951456310698,0.16216216216216217,0.8763402430307362,excellent,0.0,other,0.5038642967551336,1.0,automatic,rwd,SUV,ut,0.37129756371755573,0.18029825571124913,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,0.8666666666666667,0.026659456736716568,0.8640776699029153,0.7027027027027027,0.561829878484632,excellent,1.0,gas,0.3799982285663673,0.0,automatic,fwd,sedan,ut,0.37129756371755573,0.18029825571124913,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
182,0.8666666666666667,0.031103934103215578,0.8640776699029153,0.35135135135135137,0.6454610436025733,good,0.3333333333333333,gas,0.3687010534315812,1.0,automatic,fwd,wagon,ut,0.3714745207846486,0.1784177745360056,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,0.8666666666666667,0.2955503374099067,0.9514563106796139,0.08108108108108109,0.9731951393852752,excellent,0.0,gas,0.28380809267820745,0.0,automatic,4wd,SUV,ut,0.32459651186393046,0.15347765551484338,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,0.8666666666666667,0.09999333328395026,0.5825242718446617,0.16216216216216217,0.17834167262330236,good,0.0,gas,0.28380809267820745,0.0,automatic,rwd,pickup,ut,0.37129756371755573,0.18029825571124913,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,0.8666666666666667,0.023696471825717227,0.8058252427184485,0.945945945945946,0.3917083631165118,excellent,0.6666666666666666,gas,0.28380809267820745,0.0,automatic,other,other,ut,0.37129756371755573,0.18029825571124913,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188,0.8666666666666667,0.031103934103215578,0.8737864077669926,0.2702702702702703,0.4503216583273767,excellent,0.6666666666666666,gas,0.28380809267820745,0.0,automatic,other,other,ut,0.37129756371755573,0.18029825571124913,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,0.8666666666666667,0.023696471825717227,0.8834951456310698,0.5945945945945946,0.09077912794853467,good,0.6666666666666666,gas,0.28380809267820745,0.0,automatic,other,other,ut,0.37129756371755573,0.18029825571124913,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,0.8666666666666667,0.1666604937814354,0.9611650485436911,0.2702702702702703,0.3320228734810579,excellent,1.0,gas,0.1338546681561947,0.0,automatic,4wd,SUV,ut,0.36868484466812745,0.18001333432106037,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,0.8666666666666667,0.061474529440958825,0.9320388349514594,0.2702702702702703,0.3641887062187277,excellent,1.0,gas,0.33285523672924777,0.0,automatic,fwd,sedan,ut,0.36869004928774785,0.17999433956171496,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
193,0.8666666666666667,0.0125852784094697,0.7961165048543712,0.945945945945946,0.2569692637598285,good,1.0,gas,0.38571253060723026,0.0,automatic,fwd,sedan,ut,0.36925735282636873,0.18225471592387654,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
196,0.8666666666666667,0.1703271876087971,0.9805825242718456,0.7297297297297298,0.46783416726233024,excellent,0.3333333333333333,gas,0.28380809267820745,0.0,automatic,4wd,truck,ut,0.36648329056870876,0.18124799367854383,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,0.8666666666666667,0.27332795057741166,0.9320388349514594,0.2702702702702703,0.4245889921372409,excellent,0.0,diesel,0.19085483101380288,0.0,automatic,4wd,pickup,ut,0.36648329056870876,0.18124799367854383,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,0.8666666666666667,0.15925303150393705,0.8834951456310698,0.2972972972972973,0.7869907076483202,excellent,0.0,diesel,0.6425075500215714,0.0,automatic,4wd,truck,ut,0.36374045602877114,0.1802032819145194,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
