,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,state,lat,long,drive_4wd,drive_fwd,drive_other,drive_rwd,fuel_diesel,fuel_electric,fuel_gas,fuel_hybrid,fuel_other,state_ut,state_va,state_vt,state_wa,transmission_automatic,transmission_manual,transmission_other,type_SUV,type_bus,type_convertible,type_coupe,type_hatchback,type_mini-van,type_offroad,type_other,type_pickup,type_sedan,type_truck,type_van,type_wagon
3208,0.9333333333333333,5.2601400904744095e-05,0.8737864077669926,1.0,0.9747330960854094,excellent,0.7142857142857142,gas,0.05679950912078541,0.0,automatic,4wd,SUV,vt,0.9229125772810425,0.5254776360814837,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3209,0.9333333333333333,9.61794016542857e-05,0.9514563106796139,0.6756756756756757,0.25516014234875445,excellent,1.0,gas,0.02319956288069939,0.0,manual,fwd,hatchback,vt,0.9189619684752481,0.5187990211807949,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3210,0.9333333333333333,0.00010448190179708871,0.9611650485436911,0.8918918918918919,0.45765124555160147,good,0.42857142857142855,gas,0.03213634858184227,0.0,manual,4wd,SUV,vt,0.9181541061723731,0.5189407990285835,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3211,0.9333333333333333,9.711900167044681e-06,0.7281553398058271,0.10810810810810811,0.7195729537366549,good,0.7142857142857142,gas,0.03973295587898257,0.0,automatic,fwd,sedan,vt,0.9184659963412516,0.518687982777881,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3212,0.9333333333333333,7.77519013373327e-05,0.9320388349514594,0.8918918918918919,0.6555160142348755,good,0.42857142857142855,gas,0.03851953836873861,0.0,automatic,4wd,wagon,vt,0.9182275481999073,0.5203485401367127,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3213,0.9333333333333333,0.00029965140515400416,0.9223300970873787,0.8108108108108109,0.06441281138790036,excellent,0.7142857142857142,diesel,0.0363675418119331,0.0,automatic,4wd,pickup,vt,0.92317105506626,0.5172658129507288,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3214,0.9333333333333333,0.00017815140306420412,0.9805825242718456,0.2972972972972973,0.7604982206405695,excellent,0.8571428571428571,gas,0.013198778881953789,0.0,automatic,rwd,van,vt,0.92317105506626,0.5172658129507288,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3215,0.9333333333333333,0.0007089735491611696,0.9902912621359228,0.7297297297297298,0.7672597864768684,excellent,0.42857142857142855,gas,0.0017427972115244615,0.0,automatic,fwd,sedan,vt,0.9217995013572468,0.5196007560899703,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3216,0.9333333333333333,0.00012068190207572871,0.9320388349514594,0.08108108108108109,0.08932384341637012,excellent,0.8571428571428571,gas,0.04268793169930928,0.0,automatic,rwd,other,vt,0.902692174895035,0.5310188915218165,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3217,0.9333333333333333,6.39819011004887e-05,0.893203883495147,0.13513513513513514,0.8494661921708185,excellent,0.7142857142857142,gas,0.039089937456100066,0.0,automatic,4wd,other,vt,0.902692174895035,0.5310188915218165,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3218,0.9333333333333333,0.0001530819026330087,0.9223300970873787,0.08108108108108109,0.9736654804270464,excellent,0.8571428571428571,gas,0.03446154486152822,0.0,automatic,4wd,other,vt,0.902692174895035,0.5310182641862067,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3219,0.9333333333333333,0.00011258190193640871,0.8834951456310698,0.5405405405405406,0.5153024911032029,excellent,0.8571428571428571,gas,0.054025513559178305,0.0,automatic,4wd,other,vt,0.902692174895035,0.5310176368505972,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3220,0.9333333333333333,8.828190151844871e-05,0.9126213592233015,0.13513513513513514,0.30782918149466193,excellent,0.8571428571428571,gas,0.021503165594935047,0.0,automatic,fwd,other,vt,0.902692174895035,0.5310182641862067,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3221,0.9333333333333333,0.00017738190305096872,0.9611650485436911,0.8918918918918919,0.5341637010676157,excellent,0.42857142857142855,gas,0.018127170996526405,0.0,manual,4wd,other,vt,0.902692174895035,0.5310182641862067,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3223,0.9333333333333333,0.00010448190179708871,0.9126213592233015,0.05405405405405406,0.7501779359430606,excellent,0.0,gas,0.05935670502927195,0.0,automatic,4wd,other,vt,0.902692174895035,0.5310182641862067,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3225,0.9333333333333333,7.20819012398087e-05,0.8834951456310698,0.0,0.8946619217081851,excellent,0.7142857142857142,gas,0.03201634877384196,0.0,automatic,fwd,other,vt,0.902692174895035,0.5310182641862067,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3230,0.9333333333333333,9.715140167100411e-05,0.9611650485436911,0.3783783783783784,0.3327402135231317,excellent,0.42857142857142855,gas,0.012241580413471339,0.0,automatic,fwd,sedan,vt,0.915843066786463,0.5231125808329775,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3231,0.9333333333333333,0.00012145140208896411,0.9320388349514594,0.945945945945946,0.9256227758007118,excellent,0.8571428571428571,gas,0.058248306802709114,0.0,automatic,4wd,pickup,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3232,0.9333333333333333,0.00022675140390012415,0.9514563106796139,0.2972972972972973,0.7943060498220641,excellent,0.8571428571428571,gas,0.01739157217348452,0.0,automatic,4wd,pickup,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3233,0.9333333333333333,0.00012955140222828412,0.6796116504854375,0.16216216216216217,0.704982206405694,excellent,0.8571428571428571,gas,0.013809577904675352,0.0,automatic,rwd,pickup,vt,0.915843066786463,0.5231125808329775,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3234,0.9333333333333333,0.00012145140208896411,0.9611650485436911,0.945945945945946,0.6868327402135231,excellent,0.42857142857142855,gas,0.03688394098569442,0.0,other,fwd,hatchback,vt,0.915843066786463,0.5231125808329775,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3235,0.9333333333333333,0.00012955140222828412,0.9320388349514594,0.945945945945946,0.7750889679715303,excellent,0.7142857142857142,gas,0.03764593976649637,0.0,automatic,4wd,mini-van,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3236,0.9333333333333333,0.00027130140466638417,0.9708737864077683,0.2702702702702703,0.39822064056939505,excellent,0.8571428571428571,gas,0.0055195911686541305,0.0,automatic,4wd,pickup,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3237,0.9333333333333333,9.31014016013441e-05,0.8834951456310698,0.08108108108108109,0.05231316725978648,excellent,0.7142857142857142,gas,0.027046356725829238,0.0,automatic,rwd,convertible,vt,0.915843066786463,0.5231125808329775,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3238,0.9333333333333333,5.2601400904744095e-05,0.8543689320388381,0.16216216216216217,0.8103202846975089,good,0.8571428571428571,gas,0.03682514107977427,0.0,automatic,rwd,truck,vt,0.915843066786463,0.5231125808329775,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3239,0.9333333333333333,0.00012955140222828412,0.9126213592233015,0.16216216216216217,0.81423487544484,good,0.8571428571428571,gas,0.034669944528088754,0.0,automatic,4wd,pickup,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3240,0.9333333333333333,0.0001579014027159041,0.9611650485436911,0.8918918918918919,0.5701067615658363,excellent,0.42857142857142855,gas,0.03592554251913197,0.0,other,4wd,wagon,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3241,0.9333333333333333,0.00018625140320352413,0.9514563106796139,0.945945945945946,0.8601423487544485,excellent,0.7142857142857142,gas,0.035779142753371594,0.0,automatic,4wd,pickup,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3242,0.9333333333333333,0.00040495140696516417,0.9514563106796139,0.8108108108108109,0.08896797153024912,good,0.8571428571428571,gas,0.026055558311106702,0.0,automatic,4wd,other,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3243,0.9333333333333333,6.47514011137241e-05,0.8834951456310698,0.8918918918918919,0.6491103202846975,good,0.42857142857142855,gas,0.06748749202001278,0.0,automatic,4wd,wagon,vt,0.915843066786463,0.5231125808329775,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3244,0.9333333333333333,0.00014174190243796073,0.8737864077669926,0.2972972972972973,0.3907473309608541,good,1.0,diesel,0.01919956928068915,0.0,automatic,rwd,truck,vt,0.9204537000474988,0.519916305901641,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3245,0.9333333333333333,0.00015385140264624413,0.9126213592233015,0.2972972972972973,0.7797153024911032,excellent,0.8571428571428571,gas,0.023025963158458944,0.0,automatic,4wd,other,vt,0.909088307838458,0.5293702535395687,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3246,0.9333333333333333,0.00025105140431808413,0.9611650485436911,0.8108108108108109,0.015658362989323844,excellent,0.8571428571428571,gas,0.00841438653698154,0.0,automatic,4wd,truck,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3247,0.9333333333333333,0.00025105140431808413,0.9611650485436911,0.2702702702702703,0.39822064056939505,excellent,0.8571428571428571,gas,0.009760384383384987,0.0,automatic,4wd,truck,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3248,0.9333333333333333,0.00019435140334284412,0.9611650485436911,0.21621621621621623,0.20996441281138792,excellent,0.8571428571428571,gas,0.019831168270130765,0.0,automatic,rwd,coupe,vt,0.92317105506626,0.5172658129507288,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3249,0.9333333333333333,0.00012145140208896411,0.9611650485436911,0.3783783783783784,0.8252669039145908,excellent,0.42857142857142855,gas,0.014397176964516856,0.0,automatic,fwd,sedan,vt,0.92317105506626,0.5172658129507288,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3250,0.9333333333333333,4.4541900766120695e-05,0.9029126213592242,0.8918918918918919,0.6519572953736655,good,0.42857142857142855,gas,0.06011310381903389,0.0,automatic,4wd,SUV,vt,0.9193501620493568,0.5190725395066169,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3251,0.9333333333333333,0.00014980140257658413,0.9611650485436911,0.8918918918918919,0.4597864768683274,excellent,0.42857142857142855,gas,0.0073195882886587385,0.8,automatic,4wd,SUV,vt,0.9019892297743517,0.5231320282368777,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3252,0.9333333333333333,0.0001579014027159041,0.9514563106796139,0.8918918918918919,0.6498220640569395,excellent,0.42857142857142855,gas,0.006599589440656895,0.8,automatic,4wd,wagon,vt,0.9019892297743517,0.5231320282368777,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3253,0.9333333333333333,0.00012145140208896411,0.9611650485436911,0.7297297297297298,0.7704626334519573,excellent,0.42857142857142855,gas,0.015200375679398912,0.0,automatic,fwd,sedan,vt,0.92317105506626,0.5172658129507288,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3254,0.9333333333333333,6.47514011137241e-05,0.9320388349514594,0.2702702702702703,0.3747330960854093,good,0.7142857142857142,gas,0.06399949760080384,0.0,automatic,fwd,SUV,vt,0.9004574389143551,0.5249186800532558,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3255,0.9333333333333333,0.00011335140194964411,0.9708737864077683,0.2702702702702703,0.3629893238434164,excellent,0.42857142857142855,gas,0.025896758565186292,0.0,automatic,4wd,SUV,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3256,0.9333333333333333,6.47514011137241e-05,0.8834951456310698,0.2702702702702703,0.32597864768683277,good,0.8571428571428571,gas,0.04719952448076083,0.0,automatic,other,van,vt,0.9004574389143551,0.5249186800532558,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3257,0.9333333333333333,0.00026725140459672416,0.9611650485436911,0.2702702702702703,0.41779359430604984,excellent,0.7142857142857142,gas,0.006575989478416835,0.0,automatic,4wd,pickup,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3258,0.9333333333333333,0.00027535140473604417,0.9708737864077683,0.21621621621621623,0.3099644128113879,excellent,0.8571428571428571,gas,0.012467980051231918,0.0,automatic,4wd,SUV,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3259,0.9333333333333333,0.00012145140208896411,0.8446601941747574,0.2702702702702703,0.8836298932384342,excellent,0.8571428571428571,gas,0.018826769877168196,0.0,automatic,rwd,convertible,vt,0.92317105506626,0.5172658129507288,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3260,0.9333333333333333,0.00024295140417876415,0.9611650485436911,0.2702702702702703,0.39822064056939505,excellent,0.8571428571428571,gas,0.014667576531877549,0.0,automatic,4wd,pickup,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3261,0.9333333333333333,0.00017005140292488413,0.9320388349514594,0.4594594594594595,0.9587188612099645,excellent,0.7142857142857142,gas,0.031768749170001324,0.0,automatic,4wd,SUV,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3262,0.9333333333333333,0.00025105140431808413,0.9611650485436911,0.2702702702702703,0.39822064056939505,excellent,0.7142857142857142,gas,0.009673584522264765,0.0,automatic,4wd,pickup,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3265,0.9333333333333333,0.00020245140348216413,0.9514563106796139,0.4594594594594595,0.9597864768683275,excellent,0.7142857142857142,gas,0.02031676749317201,0.0,automatic,4wd,SUV,vt,0.92317105506626,0.5172658129507288,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3266,0.9333333333333333,5.6619000973846815e-06,0.8155339805825257,0.16216216216216217,0.5256227758007118,good,0.7142857142857142,gas,0.08298266722773244,0.0,automatic,fwd,sedan,vt,0.9104512774143827,0.5187538530168978,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3267,0.9333333333333333,0.00012147570208938207,0.893203883495147,0.945945945945946,0.8601423487544485,excellent,0.7142857142857142,gas,0.05225151639757376,0.0,automatic,4wd,truck,vt,0.9218061779052045,0.5196020107611896,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3268,0.9333333333333333,0.00014577570250734207,0.9708737864077683,0.972972972972973,0.8857651245551602,excellent,0.42857142857142855,gas,0.012622379804192313,0.0,automatic,4wd,SUV,vt,0.9218014089423775,0.5195944827338734,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3269,0.9333333333333333,0.00014577570250734207,0.9223300970873787,0.2702702702702703,0.40854092526690394,excellent,0.8571428571428571,gas,0.03879873792201932,0.0,automatic,4wd,truck,vt,0.9217995013572468,0.5195963647407025,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3270,0.9333333333333333,0.00011337570195006207,0.9611650485436911,0.5945945945945946,0.03416370106761566,excellent,0.42857142857142855,gas,0.009947584083865466,0.0,automatic,fwd,sedan,vt,0.921797593772116,0.5196001287543606,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3271,0.9333333333333333,0.00010527570181074207,0.893203883495147,0.8108108108108109,0.3907473309608541,excellent,0.8571428571428571,gas,0.040371135406183346,0.0,automatic,4wd,truck,vt,0.921797593772116,0.5195988740831412,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3272,0.9333333333333333,0.0002672757045971421,0.9902912621359228,0.945945945945946,0.8601423487544485,excellent,0.7142857142857142,gas,0.007424388120979007,0.0,automatic,4wd,truck,vt,0.9218080854903352,0.5196001287543606,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3273,0.9333333333333333,0.00011337570195006207,0.9611650485436911,0.7297297297297298,0.7672597864768684,excellent,0.42857142857142855,gas,0.00974558440706495,0.0,automatic,fwd,sedan,vt,0.9218119006605967,0.5195944827338734,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3274,0.9333333333333333,0.00013443570231229406,0.9611650485436911,0.7297297297297298,0.7302491103202847,excellent,0.42857142857142855,gas,0.011209182065308696,0.0,automatic,4wd,SUV,vt,0.921797593772116,0.5196001287543606,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
